route_id,stops,num_stops,total_pallets,total_duration_sec,total_duration_hms
Tue_00502,New World Metro Queen St;Four Square Britomart;New World Victoria Park,3,16,20624.84,05:43:44
Tue_00503,New World Eastridge;New World Papatoetoe,2,14,20641.47,05:44:01
Tue_00504,Pak 'n Save Ormiston;Four Square Botany Junction,2,15,20648.55,05:44:08
Tue_00505,New World Stonefields;Four Square Remuera;Four Square Ellerslie,3,15,20648.95,05:44:08
Tue_00506,Pak 'n Save Wairau Road;Four Square Remuera,2,14,20650.78,05:44:10
Tue_00507,Pak 'n Save Mangere;Four Square Pakuranga Heights,2,14,20656.78,05:44:16
Tue_00508,Four Square Onehunga;New World Stonefields;Four Square Fair Price Henderson,3,14,20658.11,05:44:18
Tue_00509,Pak 'n Save Manukau;Four Square Ellerslie,2,15,20663.13,05:44:23
Tue_00510,New World Mt Roskill;Four Square Botany Junction;Four Square Britomart,3,14,20663.93,05:44:23
Tue_00511,New World Mt Roskill;Four Square Britomart;Four Square Botany Junction,3,14,20664.44,05:44:24
Tue_00512,Four Square Glen Eden;Pak 'n Save Westgate,2,15,20670.26,05:44:30
Tue_00513,New World Metro Queen St;Pak 'n Save Royal Oak,2,16,20671.07,05:44:31
Tue_00514,New World Mt Roskill;Four Square Pakuranga Heights;Four Square St Heliers,3,14,20679.21,05:44:39
Tue_00515,Pak 'n Save Highland Park;Four Square Cockle Bay,2,14,20680.01,05:44:40
Tue_00516,New World Stonefields;Four Square Pakuranga Heights;Four Square Eden Terrace,3,14,20681.99,05:44:41
Tue_00517,Four Square Botany Junction;Pak 'n Save Ormiston,2,15,20695.7,05:44:55
Tue_00518,Four Square Eden Terrace;New World Metro Queen St;Four Square Ellerslie;Four Square Remuera,4,15,20701.98,05:45:01
Tue_00519,Four Square Remuera;Pak 'n Save Wairau Road,2,14,20713.39,05:45:13
Tue_00520,Four Square Torbay;New World Milford,2,13,20720.15,05:45:20
Tue_00521,New World Mt Roskill;New World Point Chevalier;Four Square Britomart,3,16,20722.61,05:45:22
Tue_00522,New World Mt Albert;Four Square Eden Terrace;Four Square Lancaster,3,14,20728.06,05:45:28
Tue_00523,New World Mt Roskill;Four Square Lancaster;New World Metro Shore City,3,14,20730.27,05:45:30
Tue_00524,New World Mt Albert;New World Remuera,2,16,20734.57,05:45:34
Tue_00525,Pak 'n Save Sylvia Park;Four Square Remuera,2,15,20734.76,05:45:34
Tue_00526,Pak 'n Save Royal Oak;Four Square St Heliers,2,15,20736.2,05:45:36
Tue_00527,Four Square Remuera;New World Ormiston;Four Square Botany Junction,3,14,20755.27,05:45:55
Tue_00528,Pak 'n Save Westgate;Four Square Glen Eden,2,15,20764.74,05:46:04
Tue_00529,Four Square Botany Junction;New World Ormiston;Four Square Pakuranga Heights,3,14,20766.24,05:46:06
Tue_00530,Pak 'n Save Albany;Four Square Britomart,2,14,20772.46,05:46:12
Tue_00531,Four Square Britomart;Four Square Eden Terrace;Pak 'n Save Mt Albert,3,16,20779.4,05:46:19
Tue_00532,Pak 'n Save Sylvia Park;New World Metro Queen St,2,15,20779.85,05:46:19
Tue_00533,Pak 'n Save Albany;Four Square Eden Terrace,2,14,20782.21,05:46:22
Tue_00534,New World Mt Albert;Four Square Glen Eden;Four Square Onehunga,3,15,20782.76,05:46:22
Tue_00535,Four Square Fair Price Henderson;Four Square Hobsonville;New World Hobsonville,3,15,20784.79,05:46:24
Tue_00536,New World Ormiston;Four Square Botany Junction;Four Square Remuera,3,14,20793.45,05:46:33
Tue_00537,New World Birkenhead;Four Square Eden Terrace;Four Square Britomart,3,14,20796.5,05:46:36
Tue_00538,Pak 'n Save Mt Albert;Four Square Eden Terrace;Four Square Britomart,3,16,20796.94,05:46:36
Tue_00539,New World Ormiston;Four Square Botany Junction;Four Square Pakuranga Heights,3,14,20797.02,05:46:37
Tue_00540,New World Mt Albert;Four Square Fair Price Henderson;Four Square Onehunga,3,15,20805.86,05:46:45
Tue_00541,Pak 'n Save Albany;Four Square Onehunga,2,14,20809.03,05:46:49
Tue_00542,New World New Lynn;Four Square Onehunga;Four Square Pakuranga Heights,3,14,20810.02,05:46:50
Tue_00543,New World Mt Albert;Four Square Fair Price Henderson;Four Square Eden Terrace,3,15,20813.12,05:46:53
Tue_00544,New World Mt Roskill;New World Newmarket;Four Square Britomart,3,16,20817.51,05:46:57
Tue_00545,Four Square Botany Junction;Pak 'n Save Highland Park,2,14,20828.01,05:47:08
Tue_00546,Pak 'n Save Mt Albert;Four Square Britomart;Four Square Eden Terrace,3,16,20836.85,05:47:16
Tue_00547,New World Ormiston;Four Square Botany Junction;New World Metro Queen St,3,14,20838.53,05:47:18
Tue_00548,New World Point Chevalier;New World Eastridge;Four Square Onehunga,3,15,20840.42,05:47:20
Tue_00549,Pak 'n Save Papakura;Four Square Eden Terrace,2,14,20842.01,05:47:22
Tue_00550,New World Green Bay;Four Square Hobsonville;Four Square Fair Price Henderson,3,14,20844.38,05:47:24
