route_id,stops,num_stops,total_pallets,total_duration_sec,cost,over_policy_35h,overtime_4h,total_duration_hms
Tue_00097,Four Square Onehunga;New World Stonefields;Four Square Remuera,3,14,3793.65,231.83,False,False,01:03:13.650000
Tue_00098,Four Square Onehunga;New World Remuera;Four Square Remuera,3,15,3360.02,205.33,False,False,00:56:00.020000
Tue_00099,Four Square Onehunga;New World Newmarket,2,9,2918.76,178.37,False,False,00:48:38.760000
Tue_00100,Four Square Onehunga;New World Newmarket;New World Point Chevalier,3,15,3309.65,202.26,False,False,00:55:09.650000
Tue_00101,New World Mt Roskill;Four Square Onehunga;New World Newmarket,3,16,2960.2,180.9,False,False,00:49:20.200000
Tue_00102,Four Square Onehunga;New World Stonefields;New World Newmarket,3,16,3991.99,243.95,False,False,01:06:31.990000
Tue_00103,New World Mt Roskill;Four Square Onehunga,2,10,1595.87,97.53,False,False,00:26:35.870000
Tue_00104,Four Square Onehunga;New World Remuera,2,11,3080.52,188.25,False,False,00:51:20.520000
Tue_00105,Four Square Onehunga;Pak 'n Save Mangere,2,13,2749.87,168.05,False,False,00:45:49.870000
Tue_00106,Pak 'n Save Royal Oak;Four Square Onehunga,2,15,1775.49,108.5,False,False,00:29:35.490000
Tue_00107,Four Square St Heliers,1,3,4797.79,293.2,False,False,01:19:57.790000
Tue_00108,Four Square Remuera;Four Square St Heliers,2,7,4833.06,295.35,False,False,01:20:33.060000
Tue_00109,Four Square Remuera;Four Square St Heliers;New World Eastridge,3,13,5022.72,306.94,False,False,01:23:42.720000
Tue_00110,New World Newmarket;Four Square Remuera;Four Square St Heliers,3,13,5053.96,308.85,False,False,01:24:13.960000
Tue_00111,Four Square Remuera;New World Stonefields;Four Square St Heliers,3,14,5160.71,315.38,False,False,01:26:00.710000
Tue_00112,New World Remuera;Four Square Remuera;Four Square St Heliers,3,15,4934.09,301.53,False,False,01:22:14.090000
Tue_00113,New World Eastridge;Four Square St Heliers,2,9,4961.5,303.2,False,False,01:22:41.500000
Tue_00114,New World Newmarket;New World Eastridge;Four Square St Heliers,3,15,5020.16,306.79,False,False,01:23:40.160000
Tue_00115,New World Stonefields;Four Square St Heliers;New World Eastridge,3,16,5194.62,317.45,False,False,01:26:34.620000
Tue_00116,New World Stonefields;Four Square St Heliers,2,10,5004.96,305.86,False,False,01:23:24.960000
Tue_00117,Pak 'n Save Glen Innes;Four Square St Heliers,2,14,5157.14,315.16,False,False,01:25:57.140000
Tue_00118,Four Square Botany Junction,1,4,4040.98,246.95,False,False,01:07:20.980000
Tue_00119,Four Square Pakuranga Heights;Four Square Botany Junction,2,8,4728.59,288.97,False,False,01:18:48.590000
Tue_00120,Four Square Pakuranga Heights;New World Ormiston;Four Square Botany Junction,3,14,5041.36,308.08,False,False,01:24:01.360000
Tue_00121,Four Square Pakuranga Heights;Four Square Botany Junction;New World Southmall,3,15,5521.55,337.43,False,False,01:32:01.550000
Tue_00122,Four Square Pakuranga Heights;New World Botany;Four Square Botany Junction,3,16,4807.53,293.79,False,False,01:20:07.530000
Tue_00123,Four Square Pakuranga Heights;Four Square Botany Junction;New World Papatoetoe,3,16,5029.88,307.38,False,False,01:23:49.880000
Tue_00124,New World Ormiston;Four Square Botany Junction,2,10,4367.96,266.93,False,False,01:12:47.960000
Tue_00125,New World Southmall;Four Square Botany Junction,2,11,4723.11,288.63,False,False,01:18:43.110000
Tue_00126,New World Botany;Four Square Botany Junction,2,12,4822.98,294.74,False,False,01:20:22.980000
Tue_00127,New World Papatoetoe;Four Square Botany Junction,2,12,4226.6,258.29,False,False,01:10:26.600000
Tue_00128,Pak 'n Save Manukau;Four Square Botany Junction,2,15,4139.39,252.96,False,False,01:08:59.390000
Tue_00129,Pak 'n Save Ormiston;Four Square Botany Junction,2,15,4448.55,271.86,False,False,01:14:08.550000
Tue_00130,Pak 'n Save Botany;Four Square Botany Junction,2,16,4968.74,303.65,False,False,01:22:48.740000
Tue_00131,Four Square Cockle Bay,1,4,5505.24,336.43,False,False,01:31:45.240000
Tue_00132,Four Square Cockle Bay;Four Square Pakuranga Heights,2,8,5677.78,346.98,False,False,01:34:37.780000
Tue_00133,Four Square Pakuranga Heights;Four Square Cockle Bay;New World Botany,3,16,5702.02,348.46,False,False,01:35:02.020000
Tue_00134,Four Square Cockle Bay;New World Botany,2,12,5468.34,334.18,False,False,01:31:08.340000
Tue_00135,Four Square Cockle Bay;New World Howick,2,13,5553.0,339.35,False,False,01:32:33
Tue_00136,Pak 'n Save Highland Park;Four Square Cockle Bay,2,14,5560.01,339.78,False,False,01:32:40.010000
Tue_00137,Four Square Cockle Bay;Pak 'n Save Botany,2,16,5476.61,334.68,False,False,01:31:16.610000
Tue_00138,Four Square Ellerslie,1,4,3400.42,207.8,False,False,00:56:40.420000
Tue_00139,Four Square Ellerslie;Four Square Remuera,2,8,3616.74,221.02,False,False,01:00:16.740000
Tue_00140,Four Square Ellerslie;Four Square Remuera;New World Metro Queen St,3,12,4267.03,260.76,False,False,01:11:07.030000
Tue_00141,Four Square Ellerslie;Four Square Remuera;New World Eastridge,3,14,4533.39,277.04,False,False,01:15:33.390000
Tue_00142,New World Newmarket;Four Square Ellerslie;Four Square Remuera,3,14,3837.64,234.52,False,False,01:03:57.640000
Tue_00143,Four Square Ellerslie;New World Stonefields;Four Square Remuera,3,15,4169.65,254.81,False,False,01:09:29.650000
